355737340,354149527,FAILING_AND_PASSING,BUILDNOTCHECKEDOUT,[ CloneRepository : SUCCESS ] -> [ CheckoutBuggyBuildCandidate : FAILURE ( BUILDNOTCHECKEDOUT ) ],CHECKOUT_BUGGY_BUILD,,apache/flink,5688,20/03/18 10:31,20/03/2018,spirals-bears,29/08/18 19:53,http://travis-ci.org/apache/flink/builds/355737340,http://travis-ci.org/apache/flink/builds/354149527,noreply@github.com,b8329044-fa38-406d-a987-171158d4cf73_03-18-week3-FAILING_AND_PASSING
356435427,356326566,FAILING_AND_PASSING,BUILDNOTCHECKEDOUT,[ CloneRepository : SUCCESS ] -> [ CheckoutBuggyBuildCandidate : FAILURE ( BUILDNOTCHECKEDOUT ) ],CHECKOUT_BUGGY_BUILD,,apache/flink,5735,21/03/18 20:04,21/03/2018,spirals-bears,29/08/18 19:53,http://travis-ci.org/apache/flink/builds/356435427,http://travis-ci.org/apache/flink/builds/356326566,noreply@github.com,b8329044-fa38-406d-a987-171158d4cf73_03-18-week3-FAILING_AND_PASSING
355765047,351633844,FAILING_AND_PASSING,BUILDNOTCHECKEDOUT,[ CloneRepository : SUCCESS ] -> [ CheckoutBuggyBuildCandidate : FAILURE ( BUILDNOTCHECKEDOUT ) ],CHECKOUT_BUGGY_BUILD,,apache/flink,5665,20/03/18 13:20,20/03/2018,spirals-bears,29/08/18 19:53,http://travis-ci.org/apache/flink/builds/355765047,http://travis-ci.org/apache/flink/builds/351633844,noreply@github.com,b8329044-fa38-406d-a987-171158d4cf73_03-18-week3-FAILING_AND_PASSING
355248634,354359567,FAILING_AND_PASSING,BUILDNOTCHECKEDOUT,[ CloneRepository : SUCCESS ] -> [ CheckoutBuggyBuildCandidate : FAILURE ( BUILDNOTCHECKEDOUT ) ],CHECKOUT_BUGGY_BUILD,,apache/flink,5710,19/03/18 09:42,19/03/2018,spirals-bears,29/08/18 19:54,http://travis-ci.org/apache/flink/builds/355248634,http://travis-ci.org/apache/flink/builds/354359567,noreply@github.com,b8329044-fa38-406d-a987-171158d4cf73_03-18-week3-FAILING_AND_PASSING
354719755,354718277,FAILING_AND_PASSING,BUILDNOTCHECKEDOUT,[ CloneRepository : SUCCESS ] -> [ CheckoutBuggyBuildCandidate : FAILURE ( BUILDNOTCHECKEDOUT ) ],CHECKOUT_BUGGY_BUILD,,apache/flink,5582,17/03/18 15:53,17/03/2018,spirals-bears,29/08/18 19:54,http://travis-ci.org/apache/flink/builds/354719755,http://travis-ci.org/apache/flink/builds/354718277,noreply@github.com,b8329044-fa38-406d-a987-171158d4cf73_03-18-week3-FAILING_AND_PASSING
354664199,354290441,FAILING_AND_PASSING,BUILDNOTCHECKEDOUT,[ CloneRepository : SUCCESS ] -> [ CheckoutBuggyBuildCandidate : FAILURE ( BUILDNOTCHECKEDOUT ) ],CHECKOUT_BUGGY_BUILD,,apache/flink,5707,17/03/18 11:25,17/03/2018,spirals-bears,29/08/18 19:54,http://travis-ci.org/apache/flink/builds/354664199,http://travis-ci.org/apache/flink/builds/354290441,noreply@github.com,b8329044-fa38-406d-a987-171158d4cf73_03-18-week3-FAILING_AND_PASSING
354626952,354611121,FAILING_AND_PASSING,BUILDNOTCHECKEDOUT,[ CloneRepository : SUCCESS ] -> [ CheckoutBuggyBuildCandidate : FAILURE ( BUILDNOTCHECKEDOUT ) ],CHECKOUT_BUGGY_BUILD,,apache/flink,5582,17/03/18 07:08,17/03/2018,spirals-bears,29/08/18 19:55,http://travis-ci.org/apache/flink/builds/354626952,http://travis-ci.org/apache/flink/builds/354611121,noreply@github.com,b8329044-fa38-406d-a987-171158d4cf73_03-18-week3-FAILING_AND_PASSING
354207550,354175882,FAILING_AND_PASSING,BUILDNOTCHECKEDOUT,[ CloneRepository : SUCCESS ] -> [ CheckoutBuggyBuildCandidate : FAILURE ( BUILDNOTCHECKEDOUT ) ],CHECKOUT_BUGGY_BUILD,,apache/flink,5582,16/03/18 10:42,16/03/2018,spirals-bears,29/08/18 19:56,http://travis-ci.org/apache/flink/builds/354207550,http://travis-ci.org/apache/flink/builds/354175882,noreply@github.com,b8329044-fa38-406d-a987-171158d4cf73_03-18-week3-FAILING_AND_PASSING
354147982,353198435,FAILING_AND_PASSING,BUILDNOTCHECKEDOUT,[ CloneRepository : SUCCESS ] -> [ CheckoutBuggyBuildCandidate : FAILURE ( BUILDNOTCHECKEDOUT ) ],CHECKOUT_BUGGY_BUILD,,apache/flink,5680,16/03/18 06:36,16/03/2018,spirals-bears,29/08/18 19:57,http://travis-ci.org/apache/flink/builds/354147982,http://travis-ci.org/apache/flink/builds/353198435,noreply@github.com,b8329044-fa38-406d-a987-171158d4cf73_03-18-week3-FAILING_AND_PASSING
355254355,355237024,FAILING_AND_PASSING,BUG REPRODUCED,[ CloneRepository : SUCCESS ] -> [ CheckoutBuggyBuildCandidate : SUCCESS ] -> [ ComputeSourceDir : SUCCESS ] -> [ ComputeTestDir : SUCCESS ] -> [ BuildProjectBuggyBuildCandidate : SUCCESS ] -> [ TestProjectBuggyBuildCandidate : SUCCESS ] -> [ GatherTestInformationBuggyBuildCandidate : SUCCESS ] -> [ InitRepoToPush : SUCCESS ] -> [ ComputeClasspath : SUCCESS ] -> [ ComputeModules : SUCCESS ] -> [ CheckoutPatchedBuildCandidate : SUCCESS ] -> [ BuildProjectPatchedBuildCandidate : SUCCESS ] -> [ TestProjectPatchedBuildCandidate : SUCCESS ] -> [ GatherTestInformationPatchedBuildCandidate : FAILURE ( TESTFAILURES ) ],CHECKOUT_PATCHED_BUILD,java.lang.AssertionError,apache/flink,5416,19/03/18 10:19,19/03/2018,spirals-bears,29/08/18 20:38,http://travis-ci.org/apache/flink/builds/355254355,http://travis-ci.org/apache/flink/builds/355237024,noreply@github.com,b8329044-fa38-406d-a987-171158d4cf73_03-18-week3-FAILING_AND_PASSING
