341304136,341297112,FAILING_AND_PASSING,BUILDNOTCHECKEDOUT,[ CloneRepository : SUCCESS ] -> [ CheckoutBuggyBuildCandidate : FAILURE ( BUILDNOTCHECKEDOUT ) ],CHECKOUT_BUGGY_BUILD,,apache/flink,5481,14/02/18 08:58,14/02/2018,spirals-bears,23/08/18 13:30,http://travis-ci.org/apache/flink/builds/341304136,http://travis-ci.org/apache/flink/builds/341297112,noreply@github.com,11aa25c6-cd5d-4ed3-9c64-3e93d2d5d895_02-18-week2-FAILING_AND_PASSING
341319594,341318982,FAILING_AND_PASSING,BUILDNOTCHECKEDOUT,[ CloneRepository : SUCCESS ] -> [ CheckoutBuggyBuildCandidate : FAILURE ( BUILDNOTCHECKEDOUT ) ],CHECKOUT_BUGGY_BUILD,,apache/flink,5442,14/02/18 10:27,14/02/2018,spirals-bears,23/08/18 13:30,http://travis-ci.org/apache/flink/builds/341319594,http://travis-ci.org/apache/flink/builds/341318982,noreply@github.com,11aa25c6-cd5d-4ed3-9c64-3e93d2d5d895_02-18-week2-FAILING_AND_PASSING
340934914,339344234,FAILING_AND_PASSING,BUILDNOTCHECKEDOUT,[ CloneRepository : SUCCESS ] -> [ CheckoutBuggyBuildCandidate : FAILURE ( BUILDNOTCHECKEDOUT ) ],CHECKOUT_BUGGY_BUILD,,apache/flink,5431,13/02/18 18:23,13/02/2018,spirals-bears,23/08/18 13:31,http://travis-ci.org/apache/flink/builds/340934914,http://travis-ci.org/apache/flink/builds/339344234,noreply@github.com,11aa25c6-cd5d-4ed3-9c64-3e93d2d5d895_02-18-week2-FAILING_AND_PASSING
340871371,329345913,FAILING_AND_PASSING,BUILDNOTCHECKEDOUT,[ CloneRepository : SUCCESS ] -> [ CheckoutBuggyBuildCandidate : FAILURE ( BUILDNOTCHECKEDOUT ) ],CHECKOUT_BUGGY_BUILD,,apache/flink,5274,13/02/18 15:31,13/02/2018,spirals-bears,23/08/18 13:32,http://travis-ci.org/apache/flink/builds/340871371,http://travis-ci.org/apache/flink/builds/329345913,noreply@github.com,11aa25c6-cd5d-4ed3-9c64-3e93d2d5d895_02-18-week2-FAILING_AND_PASSING
340371418,340290914,FAILING_AND_PASSING,BUILDNOTCHECKEDOUT,[ CloneRepository : SUCCESS ] -> [ CheckoutBuggyBuildCandidate : FAILURE ( BUILDNOTCHECKEDOUT ) ],CHECKOUT_BUGGY_BUILD,,apache/flink,5456,12/02/18 09:40,12/02/2018,spirals-bears,23/08/18 13:32,http://travis-ci.org/apache/flink/builds/340371418,http://travis-ci.org/apache/flink/builds/340290914,noreply@github.com,11aa25c6-cd5d-4ed3-9c64-3e93d2d5d895_02-18-week2-FAILING_AND_PASSING
340248129,319345234,FAILING_AND_PASSING,BUILDNOTCHECKEDOUT,[ CloneRepository : SUCCESS ] -> [ CheckoutBuggyBuildCandidate : FAILURE ( BUILDNOTCHECKEDOUT ) ],CHECKOUT_BUGGY_BUILD,,apache/flink,5185,11/02/18 23:05,11/02/2018,spirals-bears,23/08/18 13:33,http://travis-ci.org/apache/flink/builds/340248129,http://travis-ci.org/apache/flink/builds/319345234,noreply@github.com,11aa25c6-cd5d-4ed3-9c64-3e93d2d5d895_02-18-week2-FAILING_AND_PASSING
340210901,340071270,FAILING_AND_PASSING,BUILDNOTCHECKEDOUT,[ CloneRepository : SUCCESS ] -> [ CheckoutBuggyBuildCandidate : FAILURE ( BUILDNOTCHECKEDOUT ) ],CHECKOUT_BUGGY_BUILD,,apache/flink,5453,11/02/18 20:48,11/02/2018,spirals-bears,23/08/18 13:33,http://travis-ci.org/apache/flink/builds/340210901,http://travis-ci.org/apache/flink/builds/340071270,noreply@github.com,11aa25c6-cd5d-4ed3-9c64-3e93d2d5d895_02-18-week2-FAILING_AND_PASSING
340112968,340075388,FAILING_AND_PASSING,BUILDNOTCHECKEDOUT,[ CloneRepository : SUCCESS ] -> [ CheckoutBuggyBuildCandidate : FAILURE ( BUILDNOTCHECKEDOUT ) ],CHECKOUT_BUGGY_BUILD,,apache/flink,5448,11/02/18 14:27,11/02/2018,spirals-bears,23/08/18 13:34,http://travis-ci.org/apache/flink/builds/340112968,http://travis-ci.org/apache/flink/builds/340075388,noreply@github.com,11aa25c6-cd5d-4ed3-9c64-3e93d2d5d895_02-18-week2-FAILING_AND_PASSING
340071034,340005371,FAILING_AND_PASSING,BUILDNOTCHECKEDOUT,[ CloneRepository : SUCCESS ] -> [ CheckoutBuggyBuildCandidate : FAILURE ( BUILDNOTCHECKEDOUT ) ],CHECKOUT_BUGGY_BUILD,,apache/flink,5451,11/02/18 10:38,11/02/2018,spirals-bears,23/08/18 13:35,http://travis-ci.org/apache/flink/builds/340071034,http://travis-ci.org/apache/flink/builds/340005371,noreply@github.com,11aa25c6-cd5d-4ed3-9c64-3e93d2d5d895_02-18-week2-FAILING_AND_PASSING
339978436,339582273,FAILING_AND_PASSING,BUILDNOTCHECKEDOUT,[ CloneRepository : SUCCESS ] -> [ CheckoutBuggyBuildCandidate : FAILURE ( BUILDNOTCHECKEDOUT ) ],CHECKOUT_BUGGY_BUILD,,apache/flink,5445,11/02/18 02:30,11/02/2018,spirals-bears,23/08/18 13:36,http://travis-ci.org/apache/flink/builds/339978436,http://travis-ci.org/apache/flink/builds/339582273,noreply@github.com,11aa25c6-cd5d-4ed3-9c64-3e93d2d5d895_02-18-week2-FAILING_AND_PASSING
